ts,open,close,mark_close,index_close,basis_close,basis_z,funding_last,funding_z,oi_last,oi_notional,oi_notional_z,ret_1,ret_4,mom,score,pos_signal,pos_exec,ret_bar,pnl_net_usd_ex_funding,funding_cf_usd,pnl_net_usd,equity_usd
2025-11-12 23:30:00+00:00,3408.87,3403.38,3403.4089845,3405.0172093,-0.000472310329477266,,,,,,,-0.0016020016897094758,-0.00281384084085623,-0.00281384084085623,-0.01406920420428115,0,0,-0.001607575553117524,-0.0,0.0,0.0,10000.0
2025-11-12 23:45:00+00:00,3403.38,3413.46,3413.45,3414.56953488,-0.00032786999021811345,,,,,,,0.002950281775046637,-0.0021457031855215414,-0.0021457031855215414,-0.010728515927607707,0,0,0.002961761542936703,0.0,0.0,0.0,10000.0
2025-11-13 00:00:00+00:00,3413.45,3414.57,3414.76,3415.77348837,-0.00029670830734253745,,6.967e-05,,,,,0.00038377594515814906,0.0015368732255567341,0.0015368732255567341,0.0076843661277836706,0,0,0.00032518324515296015,0.0,0.0,0.0,10000.0
2025-11-13 00:15:00+00:00,3414.56,3403.13,3403.12,3404.83511628,-0.0005037296143356125,,6.967e-05,,,,,-0.0034087315067531376,-0.0016867759697495321,-0.0016867759697495321,-0.00843387984874766,0,0,-0.00335034865297823,-0.0,0.0,0.0,10000.0
2025-11-13 00:30:00+00:00,3403.13,3414.12,3414.12,3414.74023256,-0.000181633892407453,,6.967e-05,,,,,0.003232327981381733,0.0031471432169276614,0.0031471432169276614,0.015735716084638307,0,0,0.003229380011930072,0.0,0.0,0.0,10000.0
2025-11-13 00:45:00+00:00,3414.12,3410.9,3411.11443063,3412.35767442,-0.00036433571993929197,,6.967e-05,,,,,-0.0008803350116575182,-0.000684225452255105,-0.000684225452255105,-0.003421127261275525,0,0,-0.0009431420102398169,-0.0,0.0,0.0,10000.0
2025-11-13 01:00:00+00:00,3410.9,3443.29,3443.55,3444.6244186,-0.000311911683084565,,6.967e-05,,,,,0.009508789584643074,0.008431046398575504,0.008431046398575504,0.04215523199287752,0,0,0.009496027441437738,0.0,0.0,0.0,10000.0
2025-11-13 01:15:00+00:00,3443.28,3432.23,3432.25244961,3433.80232558,-0.00045135853000452346,,6.967e-05,,,,,-0.0032807859302174114,0.008560512003690679,0.008560512003690679,0.042802560018453395,0,0,-0.003212044294845895,-0.0,0.0,0.0,10000.0
2025-11-13 01:30:00+00:00,3432.22,3453.61,3453.4,3454.84488372,-0.0004182195637229313,,6.967e-05,,,,,0.0061614204375912696,0.011505160919944357,0.011505160919944357,0.057525804599721786,0,0,0.0062291862724817015,0.0,0.0,0.0,10000.0
2025-11-13 01:45:00+00:00,3453.62,3422.76,3422.77,3424.25,-0.0004322114331605514,,6.967e-05,,,,,-0.008869519893438427,0.003416938835396177,0.003416938835396177,0.017084694176980886,0,0,-0.00893268203416131,-0.0,0.0,0.0,10000.0
2025-11-13 02:00:00+00:00,3422.77,3432.13,3432.34916279,3434.13209302,-0.0005191792807341391,,6.967e-05,,,,,0.00279865804304702,-0.003252700617095816,-0.003252700617095816,-0.01626350308547908,0,0,0.0027375568254859317,0.0,0.0,0.0,10000.0
2025-11-13 02:15:00+00:00,3432.12,3426.25,3426.03442636,3427.5755814,-0.0004496341520120276,,6.967e-05,,,,,-0.0018397709937140183,-0.0018116450760218283,-0.0018116450760218283,-0.009058225380109142,0,0,-0.0017132218185208492,-0.0,0.0,0.0,10000.0
2025-11-13 02:30:00+00:00,3426.24,3438.01,3438.48977519,3440.03348837,-0.00044874946282335665,,6.967e-05,,,,,0.0036355001964276656,-0.004317549316615543,-0.004317549316615543,-0.021587746583077716,0,0,0.003432323969354334,0.0,0.0,0.0,10000.0
2025-11-13 02:45:00+00:00,3438.02,3432.89,3432.9,3434.27581395,-0.0004006125379946247,,6.967e-05,,,,,-0.0016256483385037601,0.0029595912082904796,0.0029595912082904796,0.014797956041452398,0,0,-0.001489233597342765,-0.0,0.0,0.0,10000.0
2025-11-13 03:00:00+00:00,3432.89,3400.34,3399.89,3401.7044186,-0.000533385143658864,,6.967e-05,,,,,-0.009615776748521765,-0.009456835901745841,-0.009456835901745841,-0.04728417950872921,0,0,-0.009481806874091392,-0.0,0.0,0.0,10000.0
2025-11-13 03:15:00+00:00,3400.33,3449.23,3449.4,3450.22325581,-0.000238609431610996,,6.967e-05,,,,,0.01456223583704186,0.006820005502637283,0.006820005502637283,0.034100027513186415,0,0,0.01437797396730911,0.0,0.0,0.0,10000.0
2025-11-13 03:30:00+00:00,3449.23,3453.54,3453.1,3454.71837209,-0.00046845268287984935,,6.967e-05,,,,,0.0010726503159970147,0.004249023776490057,0.004249023776490057,0.021245118882450287,0,0,0.0012495542483395017,0.0,0.0,0.0,10000.0
2025-11-13 03:45:00+00:00,3453.54,3451.33,3450.84210078,3452.03534884,-0.00034566507564914883,,6.967e-05,,,,,-0.0006538760012742006,0.0052265142532552655,0.0052265142532552655,0.026132571266276328,0,0,-0.0006399230934056588,-0.0,0.0,0.0,10000.0
2025-11-13 04:00:00+00:00,3451.32,3465.8,3466.65183333,3466.93395349,-8.13745412473115e-05,,6.967e-05,,,,,0.004581412909743676,0.019636468629867565,0.019636468629867565,0.09818234314933783,0,0,0.004192586626025507,0.0,0.0,0.0,10000.0
2025-11-13 04:15:00+00:00,3465.8,3468.0,3468.0,3469.15976744,-0.00033430787791472176,,6.967e-05,,,,,0.00038889589575674677,0.005392242129065972,0.005392242129065972,0.02696121064532986,0,0,0.0006347740781349476,0.0,0.0,0.0,10000.0
2025-11-13 04:30:00+00:00,3468.0,3468.06,3468.75237209,3469.83930233,-0.0003132508872299228,,6.967e-05,,,,,0.00021694696943486136,0.004532846453910944,0.004532846453910944,0.022664232269554718,0,0,1.7301038062189633e-05,0.0,0.0,0.0,10000.0
2025-11-13 04:45:00+00:00,3468.05,3481.09,3481.42754264,3482.67697674,-0.0003587568150433783,,6.967e-05,,,,,0.0036541007227803846,0.008863182077524456,0.008863182077524456,0.04431591038762228,0,0,0.003757143763372106,0.0,0.0,0.0,10000.0
2025-11-13 05:00:00+00:00,3481.09,3464.85,3465.09863566,3466.35534884,-0.0003625459751032831,,6.967e-05,,,,,-0.004690290629348448,-0.0004480397065164121,-0.0004480397065164121,-0.0022401985325820606,0,0,-0.004665205438526554,-0.0,0.0,0.0,10000.0
2025-11-13 05:15:00+00:00,3464.85,3484.0,3483.97,3485.07511628,-0.0003170997017648254,,6.967e-05,,,,,0.005446126163853204,0.004604959630911232,0.004604959630911232,0.02302479815455616,0,0,0.005526934787941862,0.0,0.0,0.0,10000.0
2025-11-13 05:30:00+00:00,3484.01,3509.67,3509.81697287,3510.61418605,-0.00022708652610362482,,6.967e-05,,,,,0.00741882762193713,0.011838435372444334,0.011838435372444334,0.05919217686222167,0,0,0.007367967853042501,0.0,0.0,0.0,10000.0
2025-11-13 05:45:00+00:00,3509.66,3527.67,3527.37,3528.68162791,-0.0003717048031836279,,6.967e-05,,,,,0.005001123211176184,0.013196442205762882,0.013196442205762882,0.06598221102881441,0,0,0.005128687312482283,0.0,0.0,0.0,10000.0
2025-11-13 06:00:00+00:00,3527.67,3530.71,3530.71,3531.75767442,-0.00029664391404545464,,6.967e-05,,,,,0.0009468811040520553,0.018934919677258355,0.018934919677258355,0.09467459838629178,0,0,0.0008617586112078524,0.0,0.0,0.0,10000.0
2025-11-13 06:15:00+00:00,3530.71,3536.32,3536.51,3537.38767442,-0.0002481137214184064,,6.967e-05,,,,,0.0016427290828191499,0.015080497248828317,0.015080497248828317,0.07540248624414159,0,0,0.001588915543899061,0.0,0.0,0.0,10000.0
2025-11-13 06:30:00+00:00,3536.32,3539.88,3539.88,3541.48581395,-0.0004534294458203793,,6.967e-05,,,,,0.0009529168587110171,0.008565411633250308,0.008565411633250308,0.04282705816625154,0,0,0.0010066962265857793,0.0,0.0,0.0,10000.0
2025-11-13 06:45:00+00:00,3539.89,3539.68,3539.91,3540.82418605,-0.00025818453613201905,,6.967e-05,,,,,8.474863554708278e-06,0.003555056600243134,0.003555056600243134,0.01777528300121567,0,0,-5.6499090364758864e-05,-0.0,0.0,0.0,10000.0
2025-11-13 07:00:00+00:00,3539.68,3545.85,3546.37065116,3547.18116279,-0.00022849456873039775,,6.967e-05,,,,,0.0018250891011353243,0.004435552951106203,0.004435552951106203,0.022177764755531015,0,0,0.0017430954210551075,0.0,0.0,0.0,10000.0
2025-11-13 07:15:00+00:00,3545.85,3548.82,3548.69,3549.94302326,-0.0003529699636838267,,6.967e-05,,,,,0.0006540063259439233,0.003444073394391678,0.003444073394391678,0.01722036697195839,0,0,0.0008375988832014514,0.0,0.0,0.0,10000.0
2025-11-13 07:30:00+00:00,3548.82,3541.47,3542.06922614,3542.86232558,-0.0002238583854285222,,6.967e-05,,,,,-0.001865695188928873,0.0006184464275624801,0.0006184464275624801,0.0030922321378124007,0,0,-0.002071110960826572,-0.0,0.0,0.0,10000.0
2025-11-13 07:45:00+00:00,3541.46,3537.15,3538.14021705,3539.41093023,-0.00035901826745989853,,6.967e-05,,,,,-0.0011092411918446343,-0.0004999513970693759,-0.0004999513970693759,-0.0024997569853468793,0,0,-0.001219832442460267,-0.0,0.0,0.0,10000.0
2025-11-13 08:00:00+00:00,3537.16,3536.59,3536.59,3537.9627907,-0.00038801728034232845,,0.0001,,,,,-0.0004381446056122007,-0.002757932580115585,-0.002757932580115585,-0.013789662900577926,0,0,-0.00015831955105094497,-0.0,0.0,0.0,10000.0
2025-11-13 08:15:00+00:00,3536.59,3541.53,3541.71,3543.3272093,-0.00045640981046159157,,0.0001,,,,,0.0014477222409157164,-0.001966923005390697,-0.001966923005390697,-0.009834615026953486,0,0,0.0013968257558834019,0.0,0.0,0.0,10000.0
2025-11-13 08:30:00+00:00,3541.52,3544.99,3544.99,3546.28139535,-0.00036415478808124186,,0.0001,,,,,0.0009261063158756411,0.0008245953631975667,0.0008245953631975667,0.004122976815987833,0,0,0.0009769788763611675,0.0,0.0,0.0,10000.0
2025-11-13 08:45:00+00:00,3545.0,3522.85,3522.84,3524.21,-0.000388739604053076,,0.0001,,,,,-0.006248254578997248,-0.004324367071793622,-0.004324367071793622,-0.02162183535896811,0,0,-0.006245433696568936,-0.0,0.0,0.0,10000.0
2025-11-13 09:00:00+00:00,3522.85,3502.31,3502.11,3503.63744186,-0.00043595888140436206,,0.0001,,,,,-0.0058844568586708945,-0.009749504466166514,-0.009749504466166514,-0.04874752233083257,0,0,-0.0058305065500944275,-0.0,0.0,0.0,10000.0
2025-11-13 09:15:00+00:00,3502.31,3502.91,3503.87642743,3505.30930233,-0.00040877274340590146,,0.0001,,,,,0.0005043894766298962,-0.01068228978939545,-0.01068228978939545,-0.05341144894697725,0,0,0.00017131550319637867,0.0,0.0,0.0,10000.0
2025-11-13 09:30:00+00:00,3502.91,3496.56,3496.55,3497.42604651,-0.0002504832120393539,1.4340306345553588,0.0001,,,,,-0.0020909491478195985,-0.013664354483369334,-0.013664354483369334,-1.072143216605598,0,0,-0.0018127785184317569,-0.0,0.0,0.0,10000.0
2025-11-13 09:45:00+00:00,3496.56,3485.2,3484.80134109,3486.01069767,-0.00034691705932181815,0.3327284374824686,0.0001,,,,,-0.0033600717593057494,-0.010797725389174784,-0.010797725389174784,-0.2868985331836019,0,0,-0.0032489074976548293,-0.0,0.0,0.0,10000.0
2025-11-13 10:00:00+00:00,3485.21,3494.91,3495.0288332,3496.52767442,-0.0004286656247468876,-0.5986003189347183,0.0001,,,,,0.0029348852657411495,-0.002021971554291624,-0.002021971554291624,0.4089103654828447,0,0,0.0027860667967405384,0.0,0.0,0.0,10000.0
2025-11-13 10:15:00+00:00,3494.91,3506.28,3506.66941085,3507.84093023,-0.0003339716376258971,0.4881845769866874,0.0001,,,,,0.003330609904966586,0.0007971124204424473,0.0007971124204424473,-0.3377436417884689,0,0,0.0032533026601544446,0.0,0.0,0.0,10000.0
2025-11-13 10:30:00+00:00,3506.29,3503.83,3504.69162791,3505.99953488,-0.0003730482440136761,0.03498245903820092,0.0001,,,,,-0.000564006100455483,0.002328474613547682,0.002328474613547682,-0.012845348259002236,0,0,-0.000698746249586546,-0.0,0.0,0.0,10000.0
2025-11-13 10:45:00+00:00,3503.84,3504.13,3504.55488372,3505.85116279,-0.00036974731949793177,0.07299038454071288,0.0001,,,,,-3.901746701795439e-05,0.00566848456957425,0.00566848456957425,-0.022750846330627766,0,0,8.562059232319896e-05,0.0,0.0,0.0,10000.0
2025-11-13 11:00:00+00:00,3504.12,3509.4,3509.80937209,3511.68976744,-0.0005354673887867003,-1.8176610230839008,0.0001,,,,,0.0014993311688196176,0.004229017726433915,0.004229017726433915,1.2935078047909,0,0,0.0015039396369427305,0.0,0.0,0.0,10000.0
2025-11-13 11:15:00+00:00,3509.4,3501.13,3501.12,3502.62813953,-0.00043057369207417625,-0.599260648281345,0.0001,,,,,-0.002475739041298941,-0.0015825303727889928,-0.0015825303727889928,0.41156980193299647,0,0,-0.002356528181455486,-0.0,0.0,0.0,10000.0
2025-11-13 11:30:00+00:00,3501.12,3506.69,3506.80741085,3508.26209302,-0.0004146446677670659,-0.41090879960706805,0.0001,,,,,0.0016244547030663803,0.0006037001724061852,0.0006037001724061852,0.29065466058697853,0,0,0.0015880587124728063,0.0,0.0,0.0,10000.0
2025-11-13 11:45:00+00:00,3506.69,3499.98,3500.72655039,3502.15,-0.0004064502120126955,-0.31281802152613686,0.0001,,,,,-0.0017340160857383102,-0.001092387894332636,-0.001092387894332636,0.21351067559663262,0,0,-0.0019134853665422336,-0.0,0.0,0.0,10000.0
2025-11-13 12:00:00+00:00,3499.97,3482.7,3482.59,3484.26813953,-0.0004816332907794865,-1.176995353574621,0.0001,,,,,-0.005180796080167749,-0.00775522804926343,-0.00775522804926343,0.7851206072559175,0,0,-0.004937171069549051,-0.0,0.0,0.0,10000.0
2025-11-13 12:15:00+00:00,3482.71,3486.07,3486.11750388,3487.29511628,-0.0003376864764046726,0.5058152460508066,0.0001,,,,,0.0010128966889584312,-0.004285056244858754,-0.004285056244858754,-0.37549595345985837,0,0,0.0009676400493869863,0.0,0.0,0.0,10000.0
2025-11-13 12:30:00+00:00,3486.08,3501.79,3501.8,3503.43744186,-0.00046738150378689903,-1.0081905357408407,0.0001,,,,,0.004498556374690654,-0.0014279115626671945,-0.0014279115626671945,0.6985938172052525,0,0,0.004509375887460587,0.0,0.0,0.0,10000.0
2025-11-13 12:45:00+00:00,3501.8,3499.65,3499.83711628,3501.48604651,-0.0004709229761585524,-1.0356700694068548,0.0001,,,,,-0.0005605356445257392,-0.0002540712898300157,-0.0002540712898300157,0.7236986921356482,0,0,-0.0006111160292306961,-0.0,0.0,0.0,10000.0
2025-11-13 13:00:00+00:00,3499.66,3489.53,3489.42478295,3491.31,-0.0005399741214615538,-1.7975507133128792,0.0001,,,,,-0.0029750908353892713,0.0019625574500585774,0.0019625574500585774,1.2680982865693082,0,0,-0.0028917177432028485,-0.0,0.0,0.0,10000.0
2025-11-13 13:15:00+00:00,3489.53,3466.79,3469.32773643,3470.33883721,-0.00029135505996081125,1.0702761668245424,0.0001,,,,,-0.005759415310568672,-0.004816179440685242,-0.004816179440685242,-0.7732742139806058,0,0,-0.006516636910988027,-0.0,0.0,0.0,10000.0
2025-11-13 13:30:00+00:00,3466.78,3437.38,3437.53865891,3439.57651163,-0.0005924719840101236,-2.319123116337683,0.0001,,,,,-0.009162892622163077,-0.018350945539436947,-0.018350945539436947,1.5316314537391933,1,0,-0.008483352034591052,-0.0,0.0,0.0,10000.0
2025-11-13 13:45:00+00:00,3437.38,3436.47,3436.79827907,3437.85790698,-0.00030822330028493,0.8696881319468366,0.0001,,,,,-0.00021538080396010795,-0.018011934588831546,-0.018011934588831546,-0.6988413653069433,1,1,-0.00026473651443836843,-7.647365144383684,0.0,-7.647365144383684,9992.352634855617
2025-11-13 14:00:00+00:00,3436.48,3424.58,3425.64,3428.01627907,-0.0006931936363630417,-3.219112469255347,0.0001,,,,,-0.0032467075935045386,-0.01827945490089511,-0.01827945490089511,2.161981453974267,1,1,-0.003459945816491894,-34.59945816491894,0.0,-34.59945816491894,9957.753176690698
2025-11-13 14:15:00+00:00,3424.57,3428.83,3428.33,3429.82046512,-0.0004345606818658382,-0.4771782426175888,0.0001,,,,,0.0007852547261242293,-0.011817199049689031,-0.011817199049689031,0.27493877458386695,1,1,0.0012410280968762066,12.410280968762066,0.0,12.410280968762066,9970.163457659459
2025-11-13 14:30:00+00:00,3428.83,3406.01,3406.53,3408.2272093,-0.0004979742240683896,-1.1359240592646753,0.0001,,,,,-0.0063587810975022085,-0.009020599326098111,-0.009020599326098111,0.7500438448547821,1,1,-0.006655331410422738,-66.55331410422738,0.0,-66.55331410422738,9903.610143555232
2025-11-13 14:45:00+00:00,3406.0,3441.72,3442.45937209,3444.71232558,-0.0006540324059195982,-2.6571911759590745,0.0001,,,,,0.010547205540535343,0.0016471996783973264,0.0016471996783973264,1.8682698215633387,1,1,0.010484408442723137,104.84408442723137,0.0,104.84408442723137,10008.454227982464
2025-11-13 15:00:00+00:00,3441.72,3441.24,3441.21,3441.43651163,-6.581891870866439e-05,3.136954930830738,0.0001,,,,,-0.00036293009007737353,0.004545136091358204,0.004545136091358204,-2.1731427711247253,-1,1,-0.00013946515114537927,-1.3946515114537927,0.0,-1.3946515114537927,10007.059576471009
2025-11-13 15:15:00+00:00,3441.24,3408.67,3408.5173876,3409.29232558,-0.00022730171132168803,1.5446857466443595,0.0001,,,,,-0.009500324711366082,-0.005779085560608244,-0.005779085560608244,-1.1101754504540926,-1,-1,-0.00946461159349532,84.64611593495319,0.0,84.64611593495319,10091.705692405963
2025-11-13 15:30:00+00:00,3408.67,3390.24,3390.32,3392.02488372,-0.0005026153340391386,-1.0816363624032475,0.0001,,,,,-0.005338798524602173,-0.004758507924486177,-0.004758507924486177,0.7333529140598423,-1,-1,-0.005406800893017039,54.068008930170386,0.0,54.068008930170386,10145.773701336133
2025-11-13 15:45:00+00:00,3390.24,3385.52,3386.04693798,3386.5344186,-0.0001439467490194792,2.271026893644225,0.0001,,,,,-0.0012603712982844906,-0.016387247607733024,-0.016387247607733024,-1.6716550635896223,-1,-1,-0.0013922318183963167,13.922318183963167,0.0,13.922318183963167,10159.696019520097
2025-11-13 16:00:00+00:00,3385.52,3388.73,3389.78086047,3390.07186047,-8.583888837088635e-05,2.6828968502660886,2.321e-05,,,,,0.001102737959157496,-0.014945074415685267,-0.014945074415685267,-1.9527531672646883,-1,-1,0.0009481556747559239,-9.481556747559239,0.2321,-9.249456747559238,10150.446562772537
2025-11-13 16:15:00+00:00,3388.72,3366.67,3366.76,3368.04093023,-0.00038031908059747553,0.029281558555797456,2.321e-05,,,,,-0.006791253304441525,-0.012250894700408632,-0.012250894700408632,-0.08175156449110138,-1,-1,-0.006509813410923826,65.09813410923826,0.0,65.09813410923826,10215.544696881776
2025-11-13 16:30:00+00:00,3366.66,3351.54,3351.22,3352.08813953,-0.0002589846966618636,1.1147913422829574,2.321e-05,,,,,-0.004615713623780882,-0.011532834658675384,-0.011532834658675384,-0.838018112891447,-1,-1,-0.0044940549563812215,44.94054956381221,0.0,44.94054956381221,10260.485246445587
2025-11-13 16:45:00+00:00,3351.54,3326.74,3326.97914729,3327.71953488,-0.0002224909828606255,1.4213205676969776,2.321e-05,,,,,-0.007233441167694088,-0.01744446895506946,-0.01744446895506946,-1.0821467421632316,-1,-1,-0.007399583475059313,73.99583475059313,0.0,73.99583475059313,10334.481081196182
2025-11-13 17:00:00+00:00,3326.74,3293.9,3295.28310078,3296.94767442,-0.0005048832448615988,-1.1058657962847296,2.321e-05,,,,,-0.009526974804100696,-0.0278772474032134,-0.0278772474032134,0.6347198203832437,-1,-1,-0.00987152587818696,98.7152587818696,0.0,98.7152587818696,10433.19633997805
2025-11-13 17:15:00+00:00,3293.88,3307.54,3307.64068565,3309.20418605,-0.00047247021099242704,-0.8075227250294023,2.321e-05,,,,,0.003750082919150355,-0.01755970557746922,-0.01755970557746922,0.4774673796332355,-1,-1,0.0041409878866995875,-41.409878866995875,0.0,-41.409878866995875,10391.786461111054
2025-11-13 17:30:00+00:00,3307.53,3277.27,3277.9,3279.23744186,-0.0004078514848993437,-0.22463731683622387,2.321e-05,,,,,-0.008991510407713843,-0.021878599435429358,-0.021878599435429358,0.047853124608209924,-1,-1,-0.009151816758073972,91.51816758073971,0.0,91.51816758073971,10483.304628691794
2025-11-13 17:45:00+00:00,3277.27,3254.4,3254.88718992,3255.95418605,-0.0003277061251572603,0.49713453384576606,2.321e-05,,,,,-0.0070205955276244625,-0.02166889366551128,-0.02166889366551128,-0.4563386420195926,-1,-1,-0.006978369191430689,69.78369191430689,0.0,69.78369191430689,10553.0883206061
2025-11-13 18:00:00+00:00,3254.4,3234.59,3235.19237984,3235.55209302,-0.00011117520894693733,2.378383840235993,2.321e-05,,,,,-0.0060508426040055685,-0.01823537435244227,-0.01823537435244227,-1.7560455599274065,-1,-1,-0.006087143559488695,60.87143559488695,0.0,60.87143559488695,10613.959756200988
2025-11-13 18:15:00+00:00,3234.59,3238.55,3238.82807137,3239.23860465,-0.00012673758561985884,2.1747344857505806,2.321e-05,,,,,0.0011237945392847948,-0.02080413830273009,-0.02080413830273009,-1.6263348315390567,-1,-1,0.0012242664448971485,-12.242664448971485,0.0,-12.242664448971485,10601.717091752016
2025-11-13 18:30:00+00:00,3238.55,3224.26,3224.13,3224.81697674,-0.00021302813305527042,1.403929367038844,2.321e-05,,,,,-0.004538083234465362,-0.016403795112724606,-0.016403795112724606,-1.0647695324908137,-1,-1,-0.004412468543020798,44.124685430207975,0.0,44.124685430207975,10645.841777182224
