side,entry_ts,exit_ts,entry,exit,notional,pnl,reason
LONG,2026-01-25 03:35:00+00:00,2026-01-25 05:30:00+00:00,2940.99,2942.83,10200.59724202726,-5.862647582419271,TRAIL
LONG,2026-01-25 06:15:00+00:00,2026-01-25 07:10:00+00:00,2937.29,2937.99,10866.637304010474,-10.451836890092103,TRAIL
LONG,2026-01-25 08:40:00+00:00,2026-01-25 11:35:00+00:00,2930.58,2935.79,4921.173581076662,2.838229743230749,TRAIL
LONG,2026-01-25 14:25:00+00:00,2026-01-25 15:50:00+00:00,2928.13,2922.91,10458.534427435232,-31.183564827038058,STOP
LONG,2026-01-25 16:20:00+00:00,2026-01-25 18:10:00+00:00,2893.29,2869.75,5829.934621507156,-54.400197990162276,STOP
LONG,2026-01-25 18:45:00+00:00,2026-01-25 19:25:00+00:00,2840.54,2818.69,6326.610169163824,-56.22827963584783,STOP
LONG,2026-01-25 20:35:00+00:00,2026-01-25 22:20:00+00:00,2791.73,2799.02,5278.648068601378,7.441401355569473,TRAIL
SHORT,2026-01-26 01:15:00+00:00,2026-01-26 01:35:00+00:00,2864.83,2878.65,9490.938526091662,-57.20108341300897,STOP
LONG,2026-01-26 15:45:00+00:00,2026-01-26 19:45:00+00:00,2900.16,2928.66,3079.3644664128747,26.547656191140117,TIME
SHORT,2026-01-27 16:15:00+00:00,2026-01-27 16:30:00+00:00,2972.04,2986.99,8859.191615428343,-55.22140611092168,STOP
LONG,2026-01-27 17:20:00+00:00,2026-01-27 17:40:00+00:00,2937.86,2920.27,9173.953799319966,-65.90347249776562,STOP
LONG,2026-01-28 15:15:00+00:00,2026-01-28 17:30:00+00:00,2995.1,2996.17,3665.511673813429,-3.089895023404874,TRAIL
SHORT,2026-01-28 20:10:00+00:00,2026-01-28 20:25:00+00:00,3020.85,3030.8,15571.580717355266,-70.00595263141133,STOP
LONG,2026-01-29 02:50:00+00:00,2026-01-29 03:30:00+00:00,2951.09,2948.05,5240.720580192768,-11.684237758200815,STOP
LONG,2026-01-29 15:15:00+00:00,2026-01-29 17:40:00+00:00,2820.35,2832.0,2553.272549420485,7.476529914343524,TRAIL
LONG,2026-01-29 18:55:00+00:00,2026-01-29 22:40:00+00:00,2762.34,2813.42,3791.1942267830773,65.51363251117623,TRAIL
LONG,2026-01-30 01:45:00+00:00,2026-01-30 05:45:00+00:00,2727.9,2750.49,1840.273421777423,13.022007878321304,TIME
LONG,2026-01-30 18:25:00+00:00,2026-01-30 20:05:00+00:00,2674.5,2718.52,1221.938667651178,18.633679695627272,TRAIL
LONG,2026-01-30 20:30:00+00:00,2026-01-30 23:25:00+00:00,2684.9,2695.57,2980.787141802004,8.261826260686334,TRAIL
SHORT,2026-01-31 00:00:00+00:00,2026-01-31 00:35:00+00:00,2703.3,2711.44,17717.591441073848,-74.64317130104797,STOP
LONG,2026-01-31 14:45:00+00:00,2026-01-31 16:05:00+00:00,2521.06,2513.37,2639.140813375644,-11.212321271968335,STOP
LONG,2026-01-31 17:15:00+00:00,2026-01-31 21:15:00+00:00,2422.08,2395.39,1230.863552636163,-15.032342929717489,TIME
LONG,2026-02-01 10:45:00+00:00,2026-02-01 10:55:00+00:00,2392.03,2379.61,7984.5117202798065,-51.01406122366748,STOP
LONG,2026-02-01 15:20:00+00:00,2026-02-01 15:30:00+00:00,2324.03,2300.15,4708.855086447167,-54.00628028577394,STOP
LONG,2026-02-01 15:35:00+00:00,2026-02-01 19:35:00+00:00,2310.21,2338.25,1391.2435933617903,15.206490423582887,TRAIL
LONG,2026-02-01 23:10:00+00:00,2026-02-02 01:10:00+00:00,2257.65,2256.91,949.5761311104433,-1.4505514088107236,TRAIL
LONG,2026-02-02 03:30:00+00:00,2026-02-02 05:05:00+00:00,2174.44,2220.42,2524.1121356128983,50.31309409286496,TRAIL
SHORT,2026-02-03 03:45:00+00:00,2026-02-03 03:55:00+00:00,2323.61,2343.1,8243.371030604696,-79.07736435969188,STOP
LONG,2026-02-03 09:15:00+00:00,2026-02-03 13:15:00+00:00,2284.52,2301.38,3244.1456586755157,20.03479910860819,TIME
LONG,2026-02-03 14:40:00+00:00,2026-02-03 14:50:00+00:00,2281.54,2265.45,8032.489836286532,-66.25215952482506,STOP
SHORT,2026-02-03 19:20:00+00:00,2026-02-03 20:15:00+00:00,2180.46,2211.76,3347.537763700241,-52.099009105283216,STOP
SHORT,2026-02-03 20:40:00+00:00,2026-02-04 00:20:00+00:00,2295.51,2244.39,664.158736469263,14.002407334183196,TRAIL
LONG,2026-02-04 15:05:00+00:00,2026-02-04 16:05:00+00:00,2180.97,2142.86,2168.2865693233116,-40.46758216166799,STOP
SHORT,2026-02-04 18:45:00+00:00,2026-02-04 22:20:00+00:00,2155.34,2155.98,1071.9961114791106,-1.6049015359765815,TRAIL
SHORT,2026-02-04 22:30:00+00:00,2026-02-04 23:25:00+00:00,2152.35,2154.13,2000.2995554879667,-4.055605838548411,TRAIL
LONG,2026-02-05 15:15:00+00:00,2026-02-05 15:20:00+00:00,1996.64,1963.99,7799.54673602044,-136.82480176923173,STOP
LONG,2026-02-05 15:30:00+00:00,2026-02-05 17:15:00+00:00,1935.75,1956.11,1928.9418905314838,17.961489768601577,TRAIL
SHORT,2026-02-06 00:40:00+00:00,2026-02-06 00:50:00+00:00,1861.32,1884.6,3316.7416604516475,-45.48830679719,STOP
SHORT,2026-02-06 00:55:00+00:00,2026-02-06 01:05:00+00:00,1869.28,1904.1,1984.5469806631268,-39.37077152605641,STOP
LONG,2026-02-07 07:20:00+00:00,2026-02-07 09:30:00+00:00,2010.12,2012.41,1685.4956686941866,-0.103570460472731,TRAIL
SHORT,2026-02-07 12:10:00+00:00,2026-02-07 12:15:00+00:00,2039.83,2072.55,6459.405284626581,-111.42588273317826,STOP
SHORT,2026-02-07 12:20:00+00:00,2026-02-07 14:20:00+00:00,2054.04,2044.64,1343.8651186822872,4.541045093975232,TRAIL
SHORT,2026-02-08 08:35:00+00:00,2026-02-08 11:00:00+00:00,2112.42,2102.41,2510.261465753494,8.890051254945485,TRAIL
SHORT,2026-02-08 11:35:00+00:00,2026-02-08 15:35:00+00:00,2126.43,2110.5,2807.67950482725,17.67693721272979,TIME
LONG,2026-02-08 16:55:00+00:00,2026-02-08 20:25:00+00:00,2079.82,2112.99,3207.2653839850364,47.271648585938514,TRAIL
LONG,2026-02-09 01:50:00+00:00,2026-02-09 04:35:00+00:00,2069.56,2086.47,1850.058362259626,12.887351935981023,TRAIL
LONG,2026-02-09 10:35:00+00:00,2026-02-09 13:30:00+00:00,2019.37,2036.85,4381.061019421092,32.643160105658225,TRAIL
SHORT,2026-02-09 15:55:00+00:00,2026-02-09 16:40:00+00:00,2060.27,2080.15,4016.561285331326,-43.599813984863204,STOP
SHORT,2026-02-09 16:50:00+00:00,2026-02-09 17:35:00+00:00,2091.99,2126.68,3721.2749755891523,-66.20984209482317,STOP
SHORT,2026-02-09 17:45:00+00:00,2026-02-09 21:45:00+00:00,2126.11,2097.55,2523.1287447200175,30.885727538485348,TIME
LONG,2026-02-11 04:45:00+00:00,2026-02-11 06:10:00+00:00,1975.59,1952.19,4993.0285396614245,-65.09639065321421,STOP
SHORT,2026-02-11 14:15:00+00:00,2026-02-11 16:10:00+00:00,1997.41,1952.3,1607.0099995578046,34.38647398422992,TRAIL
LONG,2026-02-12 00:00:00+00:00,2026-02-12 02:00:00+00:00,1945.73,1961.28,2244.2824635674724,15.232088671955742,TRAIL
LONG,2026-02-12 15:55:00+00:00,2026-02-12 16:05:00+00:00,1947.47,1929.19,10225.25541587813,-108.19246108980514,STOP
LONG,2026-02-12 16:15:00+00:00,2026-02-12 16:25:00+00:00,1924.75,1907.72,5063.173419815646,-50.847392898404905,STOP
LONG,2026-02-12 16:30:00+00:00,2026-02-12 20:20:00+00:00,1909.38,1918.56,1656.2139215433963,5.970582748572003,TRAIL
SHORT,2026-02-13 08:50:00+00:00,2026-02-13 10:15:00+00:00,1957.58,1966.0,7880.962108887323,-43.3753165354901,STOP
SHORT,2026-02-13 14:50:00+00:00,2026-02-13 15:05:00+00:00,1988.48,2015.6,4060.988301180128,-60.292442443574096,STOP
SHORT,2026-02-13 15:15:00+00:00,2026-02-13 15:25:00+00:00,2017.57,2038.73,3921.771997828367,-45.86181680284862,STOP
SHORT,2026-02-13 15:35:00+00:00,2026-02-13 16:05:00+00:00,2040.72,2054.24,2360.5809663192563,-18.4811955804515,STOP
SHORT,2026-02-14 08:10:00+00:00,2026-02-14 11:20:00+00:00,2071.4,2100.07,2886.6569314456688,-43.44183445903164,STOP
SHORT,2026-02-14 11:25:00+00:00,2026-02-14 14:35:00+00:00,2095.34,2075.72,2382.081787245735,19.459830399866668,TRAIL
LONG,2026-02-15 01:45:00+00:00,2026-02-15 02:20:00+00:00,2058.17,2055.23,3819.2380697427106,-10.035416049544779,STOP
SHORT,2026-02-15 04:15:00+00:00,2026-02-15 05:25:00+00:00,2074.04,2089.58,4068.8346831325543,-35.38713807540373,STOP
