entry_ts,exit_ts,side,entry,exit,size_notional,pnl_usd,reason
2025-12-27 22:00:00+00:00,2025-12-27 23:45:00+00:00,SHORT,2933.66,2954.1956199999995,14285.714285714286,-117.14285714285546,STOP
2025-12-29 01:45:00+00:00,2025-12-29 02:00:00+00:00,SHORT,2976.36,2999.916980018381,11154.658549881924,-101.67130454557247,STOP
2025-12-29 02:00:00+00:00,2025-12-29 02:15:00+00:00,SHORT,2979.81,3007.723470674804,8339.290373376514,-88.12573227920934,STOP
2026-02-06 00:00:00+00:00,2026-02-06 16:15:00+00:00,LONG,1824.94,2000.732,1400.3326749274142,66.6051086218455,TRAIL
