entry_ts,exit_ts,side,entry_px,exit_px,pnl,ret,reason,hold_min,equity_before,equity_after
2026-02-16 13:30:00+00:00,2026-02-16 13:39:00+00:00,SHORT,1981.53,1968.8285097534715,3390.776002157372,0.006451293336928954,TP,9,10000.0,13390.776002157372
2026-02-16 14:15:00+00:00,2026-02-16 14:27:00+00:00,SHORT,1968.19,1955.1724941429945,4706.57654909694,0.006657983321676886,TP,12,13390.776002157372,18097.352551254313
2026-02-17 15:30:00+00:00,2026-02-17 15:48:00+00:00,SHORT,1950.98,1960.4851950309198,-6133.253322628163,-0.0048483890901149795,SL,18,18097.352551254313,11964.09922862615
