ts,mark_close,index_close,oi_last,funding_last,basis_close,ret_1,ret_3,oi_change,open,close,funding_z,basis_z,oi_delta_z,crowding_score,held_bias,pos,pos_exec,ret_bar,pnl_gross_1x,pos_change,cost_1x,pnl_net_1x,pnl_net_usd,equity_usd
2025-11-13 02:30:00+00:00,3438.48977519,3440.03348837,,6.967e-05,-0.00044874946282335665,0.0036355001964276656,0.004592705671137676,,3426.24,3438.01,-1.7056057308448493,-0.6511394576678871,,42.64014327112123,LONG,1,1,0.003432323969354334,0.003432323969354334,0.0,0.0,0.003432323969354334,34.32323969354334,10064.730357099437
2025-11-13 02:45:00+00:00,3432.9,3434.27581395,,6.967e-05,-0.0004006125379946247,-0.0016256483385037601,0.00016048402533508366,,3438.02,3432.89,-1.6329931618554117,-0.08302844528347798,,40.82482904638529,LONG,1,1,-0.001489233597342765,-0.001489233597342765,0.0,0.0,-0.001489233597342765,-14.89233597342765,10049.838021126008
2025-11-13 03:00:00+00:00,3399.89,3401.7044186,,6.967e-05,-0.000533385143658864,-0.009615776748521765,-0.00763110439254322,,3432.89,3400.34,-1.5689290811054526,-1.6003220951815527,,39.22322702763631,LONG,1,1,-0.009481806874091392,-0.009481806874091392,0.0,0.0,-0.009481806874091392,-94.81806874091392,9955.019952385095
2025-11-13 03:15:00+00:00,3449.4,3450.22325581,,6.967e-05,-0.000238609431610996,0.01456223583704186,0.0031729699732485628,,3400.33,3449.23,-1.511857892036863,1.7675976797680606,,37.79644730092158,LONG,1,1,0.01437797396730911,0.01437797396730911,0.0,0.0,0.01437797396730911,143.77973967309111,10098.799692058186
2025-11-13 03:30:00+00:00,3453.1,3454.71837209,,6.967e-05,-0.00046845268287984935,0.0010726503159970147,0.005884237816423443,,3449.23,3453.54,-1.460593486680432,-0.8432200607247926,,36.514837167010796,LONG,1,1,0.0012495542483395017,0.0012495542483395017,0.0,0.0,0.0012495542483395017,12.495542483395017,10111.295234541582
2025-11-13 03:45:00+00:00,3450.84210078,3452.03534884,,6.967e-05,-0.00034566507564914883,-0.0006538760012742006,0.014986396848133188,,3453.54,3451.33,-1.414213562373051,0.5561885219903712,,35.355339059326276,LONG,1,1,-0.0006399230934056588,-0.0006399230934056588,0.0,0.0,-0.0006399230934056588,-6.399230934056588,10104.896003607524
2025-11-13 04:00:00+00:00,3466.65183333,3466.93395349,,6.967e-05,-8.13745412473115e-05,0.004581412909743676,0.005001401208905909,,3451.32,3465.8,-1.371988681140044,3.1867564569311315,,34.2997170285011,SHORT,-1,1,0.004192586626025507,0.004192586626025507,0.0,0.0,0.004192586626025507,41.92586626025508,10146.82186986778
2025-11-13 04:15:00+00:00,3468.0,3469.15976744,,6.967e-05,-0.00033430787791472176,0.00038889589575674677,0.004314963366250701,,3465.8,3468.0,-1.333333333333282,0.5488426330765112,,33.33333333333205,SHORT,-1,-1,0.0006347740781349476,-0.0006347740781349476,2.0,0.001,-0.0016347740781349476,-16.347740781349476,10130.47412908643
2025-11-13 04:30:00+00:00,3468.75237209,3469.83930233,,6.967e-05,-0.0003132508872299228,0.00021694696943486136,0.005190116147578028,,3468.0,3468.06,-1.2977713690460473,0.757839508933082,,32.44428422615118,SHORT,-1,-1,1.7301038062189633e-05,-1.7301038062189633e-05,0.0,0.0,-1.7301038062189633e-05,-0.17301038062189633,10130.30111870581
2025-11-13 04:45:00+00:00,3481.42754264,3482.67697674,,6.967e-05,-0.0003587568150433783,0.0036541007227803846,0.004262242076905176,,3468.05,3481.09,-1.2649110640673256,0.27660478595342586,,31.62277660168314,SHORT,-1,-1,0.003757143763372106,-0.003757143763372106,0.0,0.0,-0.003757143763372106,-37.57143763372106,10092.729681072087
2025-11-13 05:00:00+00:00,3465.09863566,3466.35534884,,6.967e-05,-0.0003625459751032831,-0.004690290629348448,-0.0008366102479815396,,3481.09,3464.85,-1.2344267996967004,0.23414355862973943,,30.86066999241751,SHORT,-1,-1,-0.004665205438526554,0.004665205438526554,0.0,0.0,0.004665205438526554,46.652054385265544,10139.381735457353
2025-11-13 05:15:00+00:00,3483.97,3485.07511628,,6.967e-05,-0.0003170997017648254,0.005446126163853204,0.00438706090190899,,3464.85,3484.0,-1.2060453783110077,0.7105415162686214,,30.151134457775193,SHORT,-1,-1,0.005526934787941862,-0.005526934787941862,0.0,0.0,-0.005526934787941862,-55.26934787941862,10084.112387577934
2025-11-13 05:30:00+00:00,3509.81697287,3510.61418605,,6.967e-05,-0.00022708652610362482,0.00741882762193713,0.008154537149571706,,3484.01,3509.67,-1.1795356492391185,1.623286926299714,,29.48839123097796,SHORT,-1,-1,0.007367967853042501,-0.007367967853042501,0.0,0.0,-0.007367967853042501,-73.67967853042501,10010.432709047509
2025-11-13 05:45:00+00:00,3527.37,3528.68162791,,6.967e-05,-0.0003717048031836279,0.005001123211176184,0.017971022151910265,,3509.66,3527.67,-1.1547005383792115,0.09217869116660601,,28.867513459480286,SHORT,-1,-1,0.005128687312482283,-0.005128687312482283,0.0,0.0,-0.005128687312482283,-51.28687312482283,9959.145835922687
2025-11-13 06:00:00+00:00,3530.71,3531.75767442,,6.967e-05,-0.00029664391404545464,0.0009468811040520553,0.013415729756570904,,3527.67,3530.71,-1.1313708498984336,0.8797891968315372,,28.28427124746084,SHORT,-1,-1,0.0008617586112078524,-0.0008617586112078524,0.0,0.0,-0.0008617586112078524,-8.617586112078524,9950.528249810608
2025-11-13 06:15:00+00:00,3536.51,3537.38767442,,6.967e-05,-0.0002481137214184064,0.0016427290828191499,0.007605247605880994,,3530.71,3536.32,-1.1094003924504483,1.364933121127231,,27.735009811261207,SHORT,-1,-1,0.001588915543899061,-0.001588915543899061,0.0,0.0,-0.001588915543899061,-15.88915543899061,9934.639094371618
2025-11-13 06:30:00+00:00,3539.88,3541.48581395,,6.967e-05,-0.0004534294458203793,0.0009529168587110171,0.0035465516801469477,,3536.32,3539.88,-1.0886621079036194,-0.8027142112839883,,27.216552697590483,SHORT,-1,-1,0.0010066962265857793,-0.0010066962265857793,0.0,0.0,-0.0010066962265857793,-10.066962265857793,9924.572132105759
2025-11-13 06:45:00+00:00,3539.91,3540.82418605,,6.967e-05,-0.00025818453613201905,8.474863554708278e-06,0.0026057082003336784,,3539.89,3539.68,-1.0690449676496636,1.2484695830879478,,26.726124191241592,SHORT,-1,-1,-5.6499090364758864e-05,5.6499090364758864e-05,0.0,0.0,5.6499090364758864e-05,0.5649909036475886,9925.137123009406
2025-11-13 07:00:00+00:00,3546.37065116,3547.18116279,,6.967e-05,-0.00022849456873039775,0.0018250891011353243,0.0027882435395345517,,3539.68,3545.85,-1.0504514628777695,1.521245029270469,,26.261286571944236,SHORT,-1,-1,0.0017430954210551075,-0.0017430954210551075,0.0,0.0,-0.0017430954210551075,-17.430954210551075,9907.706168798855
2025-11-13 07:15:00+00:00,3548.69,3549.94302326,,6.967e-05,-0.0003529699636838267,0.0006540063259439233,0.002488784930562593,,3545.85,3548.82,-1.0327955589886262,0.21561552522303098,,25.819888974715653,SHORT,-1,-1,0.0008375988832014514,-0.0008375988832014514,0.0,0.0,-0.0008375988832014514,-8.375988832014514,9899.33017996684
2025-11-13 07:30:00+00:00,3542.06922614,3542.86232558,,6.967e-05,-0.0002238583854285222,-0.001865695188928873,0.0006099663946259604,,3548.82,3541.47,-1.0160010160015065,1.5368552260992883,,25.400025400037663,SHORT,-1,-1,-0.002071110960826572,0.002071110960826572,0.0,0.0,0.002071110960826572,20.711109608265723,9920.041289575107
2025-11-13 07:45:00+00:00,3538.14021705,3539.41093023,,6.967e-05,-0.00035901826745989853,-0.0011092411918446343,-0.002320804822617095,,3541.46,3537.15,-0.9999999999999715,0.1251286570286847,,24.999999999999286,SHORT,-1,-1,-0.001219832442460267,0.001219832442460267,0.0,0.0,0.001219832442460267,12.198324424602669,9932.239613999709
2025-11-13 08:00:00+00:00,3536.59,3537.9627907,,0.0001,-0.00038801728034232845,-0.0004381446056122007,-0.0034097089348463783,,3537.16,3536.59,7.961699630345054,-0.17844563234296917,,100.0,SHORT,-1,-1,-0.00015831955105094497,0.00015831955105094497,0.0,0.0,0.00015831955105094497,1.5831955105094497,9933.822809510219
2025-11-13 08:15:00+00:00,3541.71,3543.3272093,,0.0001,-0.00045640981046159157,0.0014477222409157164,-0.00010141702972621403,,3536.59,3541.53,5.643055973488702,-0.8909514363673227,,100.0,SHORT,-1,-1,0.0013968257558834019,-0.0013968257558834019,0.0,0.0,-0.0013968257558834019,-13.968257558834019,9919.854551951385
2025-11-13 08:30:00+00:00,3544.99,3546.28139535,,0.0001,-0.00036415478808124186,0.0009261063158756411,0.0019359840282731078,,3541.52,3544.99,4.611168501166703,0.0870967647037397,,100.0,SHORT,-1,-1,0.0009769788763611675,-0.0009769788763611675,0.0,0.0,-0.0009769788763611675,-9.769788763611675,9910.084763187773
2025-11-13 08:45:00+00:00,3522.84,3524.21,,0.0001,-0.000388739604053076,-0.006248254578997248,-0.003887925939959125,,3545.0,3522.85,3.994964814826297,-0.17431107107761903,,99.87412037065742,SHORT,-1,-1,-0.006245433696568936,0.006245433696568936,0.0,0.0,0.006245433696568936,62.454336965689365,9972.539100153463
2025-11-13 09:00:00+00:00,3502.11,3503.63744186,,0.0001,-0.00043595888140436206,-0.0058844568586708945,-0.011181039667279347,,3522.85,3502.31,3.5740515958143164,-0.6753776227169249,,89.35128989535791,SHORT,-1,-1,-0.0058305065500944275,0.0058305065500944275,0.0,0.0,0.0058305065500944275,58.30506550094427,10030.844165654407
2025-11-13 09:15:00+00:00,3503.87642743,3505.30930233,,0.0001,-0.00040877274340590146,0.0005043894766298962,-0.011597655443315702,,3502.31,3502.91,3.263163232332499,-0.37867883590889334,,81.57908080831248,SHORT,-1,-1,0.00017131550319637867,-0.00017131550319637867,0.0,0.0,-0.00017131550319637867,-1.7131550319637867,10029.131010622443
2025-11-13 09:30:00+00:00,3496.55,3497.42604651,,0.0001,-0.0002504832120393539,-0.0020909491478195985,-0.0074627289346095305,,3502.91,3496.56,3.0214431024822006,1.3160324981183453,,75.53607756205501,SHORT,-1,-1,-0.0018127785184317569,0.0018127785184317569,0.0,0.0,0.0018127785184317569,18.127785184317567,10047.258795806762
2025-11-13 09:45:00+00:00,3484.80134109,3486.01069767,,0.0001,-0.00034691705932181815,-0.0033600717593057494,-0.004942351585187299,,3496.56,3485.2,2.82654052408555,0.27165909171709773,,70.66351310213875,SHORT,-1,-1,-0.0032489074976548293,0.0032489074976548293,0.0,0.0,0.0032489074976548293,32.489074976548295,10079.747870783309
2025-11-13 10:00:00+00:00,3495.0288332,3496.52767442,,0.0001,-0.0004286656247468876,0.0029348852657411495,-0.002525087403407511,,3485.21,3494.91,2.6650634786023835,-0.6118814810374488,,66.62658696505959,SHORT,-1,-1,0.0027860667967405384,-0.0027860667967405384,0.0,0.0,-0.0027860667967405384,-27.860667967405384,10051.887202815904
2025-11-13 10:15:00+00:00,3506.66941085,3507.84093023,,0.0001,-0.0003339716376258971,0.003330609904966586,0.0028941130113968594,,3494.91,3506.28,2.5284344414365405,0.41918772398906456,,63.21086103591351,SHORT,-1,-1,0.0032533026601544446,-0.0032533026601544446,0.0,0.0,-0.0032533026601544446,-32.53302660154445,10019.35417621436
2025-11-13 10:30:00+00:00,3504.69162791,3505.99953488,,0.0001,-0.0003730482440136761,-0.000564006100455483,0.0057077247375538764,,3506.29,3503.83,2.410871598510809,-0.009916547636124347,,60.27178996277023,SHORT,-1,-1,-0.000698746249586546,0.000698746249586546,0.0,0.0,0.000698746249586546,6.98746249586546,10026.341638710224
2025-11-13 10:45:00+00:00,3504.55488372,3505.85116279,,0.0001,-0.00036974731949793177,-3.901746701795439e-05,0.0027255999806095055,,3503.84,3504.13,2.308316768086788,0.026403428132222653,,57.7079192021697,SHORT,-1,-1,8.562059232319896e-05,-8.562059232319896e-05,0.0,0.0,-8.562059232319896e-05,-0.8562059232319896,10025.485432786993
2025-11-13 11:00:00+00:00,3509.80937209,3511.68976744,,0.0001,-0.0005354673887867003,0.0014993311688196176,0.0008954255083997165,,3504.12,3509.4,2.217826453464573,-1.7692957153891387,,55.44566133661433,SHORT,-1,-1,0.0015039396369427305,-0.0015039396369427305,0.0,0.0,-0.0015039396369427305,-15.039396369427305,10010.446036417567
2025-11-13 11:15:00+00:00,3501.12,3502.62813953,,0.0001,-0.00043057369207417625,-0.002475739041298941,-0.0010190990504148623,,3509.4,3501.13,2.1372067526085803,-0.6132288118917543,,53.43016881521451,SHORT,-1,-1,-0.002356528181455486,0.002356528181455486,0.0,0.0,0.002356528181455486,23.56528181455486,10034.01131823212
2025-11-13 11:30:00+00:00,3506.80741085,3508.26209302,,0.0001,-0.0004146446677670659,0.0016244547030663803,0.0006427427176169953,,3501.12,3506.69,2.064784527815969,-0.43457314398597824,,51.619613195399225,SHORT,-1,-1,0.0015880587124728063,-0.0015880587124728063,0.0,0.0,-0.0015880587124728063,-15.880587124728063,10018.130731107392
2025-11-13 11:45:00+00:00,3500.72655039,3502.15,,0.0001,-0.0004064502120126955,-0.0017340160857383102,-0.0025878390354264758,,3506.69,3499.98,1.9992585436155115,-0.34152082246899823,,49.98146359038779,SHORT,-1,-1,-0.0019134853665422336,0.0019134853665422336,0.0,0.0,0.0019134853665422336,19.134853665422334,10037.265584772815
2025-11-13 12:00:00+00:00,3482.59,3484.26813953,,0.0001,-0.0004816332907794865,-0.005180796080167749,-0.00529259208481847,,3499.97,3482.7,1.939599514279037,-1.1614352397894188,,48.48998785697592,SHORT,-1,-1,-0.004937171069549051,0.004937171069549051,0.0,0.0,0.004937171069549051,49.37171069549051,10086.637295468305
2025-11-13 12:15:00+00:00,3486.11750388,3487.29511628,,0.0001,-0.0003376864764046726,0.0010128966889584312,-0.0058999267841129965,,3482.71,3486.07,1.884981137836418,0.433862186119044,,47.12452844591045,SHORT,-1,-1,0.0009676400493869863,-0.0009676400493869863,0.0,0.0,-0.0009676400493869863,-9.676400493869863,10076.960894974436
2025-11-13 12:30:00+00:00,3501.8,3503.43744186,,0.0001,-0.00046738150378689903,0.004498556374690654,0.0003066362352355245,,3486.08,3501.79,1.834731368319932,-1.0012819465132818,,45.8682842079983,SHORT,-1,-1,0.004509375887460587,-0.004509375887460587,0.0,0.0,-0.004509375887460587,-45.09375887460587,10031.86713609983
2025-11-13 12:45:00+00:00,3499.83711628,3501.48604651,,0.0001,-0.0004709229761585524,-0.0005605356445257392,0.00495238207196369,,3501.8,3499.65,1.7882972622848408,-1.0282700900450445,,44.70743155712102,SHORT,-1,-1,-0.0006111160292306961,0.0006111160292306961,0.0,0.0,0.0006111160292306961,6.111160292306961,10037.978296392137
2025-11-13 13:00:00+00:00,3489.42478295,3491.31,,0.0001,-0.0005399741214615538,-0.0029750908353892713,0.0009486998261873936,,3499.66,3489.53,1.7452191456667425,-1.7556676589336684,,43.63047864166856,SHORT,-1,-1,-0.0028917177432028485,0.0028917177432028485,0.0,0.0,0.0028917177432028485,28.917177432028485,10066.895473824165
2025-11-13 13:15:00+00:00,3469.32773643,3470.33883721,,0.0001,-0.00029135505996081125,-0.005759415310568672,-0.009273020609400828,,3489.53,3466.79,1.7051113146178238,0.9717963536060199,,42.627782865445596,SHORT,-1,-1,-0.006516636910988027,0.006516636910988027,0.0,0.0,0.006516636910988027,65.16636910988028,10132.061842934045
