entry_ts,exit_ts,entry,exit,notional,pnl,reason
2025-12-21 02:30:00+00:00,2025-12-21 04:05:00+00:00,2967.56,2973.172857142857,37323.96301030384,21.17841651546586,TRAIL
2025-12-22 19:10:00+00:00,2025-12-22 19:15:00+00:00,3006.58,3005.99,37490.789394988366,-7.357052113380848,VWAP
2025-12-25 01:00:00+00:00,2025-12-25 01:30:00+00:00,2938.0,2941.982285714286,37281.405397438895,15.15982383826264,TRAIL
2025-12-25 10:20:00+00:00,2025-12-25 10:35:00+00:00,2921.18,2912.2025714285714,37424.0637846663,-115.0123783811411,STOP
2025-12-25 23:50:00+00:00,2025-12-26 00:10:00+00:00,2898.91,2898.0505714285714,36784.378764975336,-3.2715965062246704,TRAIL
2025-12-26 00:15:00+00:00,2025-12-26 02:00:00+00:00,2904.22,2917.119428571428,36852.218012233374,49.105014835051634,TRAIL
2025-12-27 10:45:00+00:00,2025-12-27 12:10:00+00:00,2923.16,2929.0137142857143,37129.7129512005,22.30600423448445,TRAIL
2025-12-27 16:50:00+00:00,2025-12-27 18:05:00+00:00,2920.15,2925.786857142857,37300.62233663107,21.600768397299916,TRAIL
2025-12-28 05:35:00+00:00,2025-12-28 07:00:00+00:00,2933.79,2939.686,37469.086779360856,22.59034242237364,TRAIL
2025-12-28 18:50:00+00:00,2025-12-28 19:05:00+00:00,2933.04,2926.506714285714,37641.88013996493,-83.84650662019234,STOP
2025-12-29 12:05:00+00:00,2025-12-29 12:05:00+00:00,2957.51,2946.9708571428573,37125.81308881233,-132.29853756388957,STOP
2025-12-30 19:15:00+00:00,2025-12-30 19:20:00+00:00,2954.29,2958.315142857143,36418.41503573047,14.885741394671651,TRAIL
2025-12-31 08:45:00+00:00,2025-12-31 09:05:00+00:00,2965.81,2970.6005714285716,36558.07851438775,17.715304056683134,TRAIL
2026-01-01 14:05:00+00:00,2026-01-01 15:40:00+00:00,2978.58,2984.784857142857,36709.367503346126,22.941439997875687,TRAIL
2026-01-03 07:25:00+00:00,2026-01-03 07:25:00+00:00,3087.32,3081.34,36881.893871844986,-71.4385698125344,VWAP
2026-01-04 08:30:00+00:00,2026-01-04 08:30:00+00:00,3131.99,3134.8,36419.10650200999,32.67497318658829,VWAP
2026-01-04 15:50:00+00:00,2026-01-04 15:50:00+00:00,3127.28,3131.27,36374.9946835467,46.40973267099312,VWAP
2026-01-05 06:35:00+00:00,2026-01-05 06:35:00+00:00,3147.61,3151.49,36386.03363974964,44.85238340271382,VWAP
2026-01-05 14:40:00+00:00,2026-01-05 14:40:00+00:00,3152.0,3160.556285714286,36390.790211889704,29.63546939291557,TRAIL
2026-01-05 15:10:00+00:00,2026-01-05 15:10:00+00:00,3158.24,3161.08,36589.39182792752,32.90246238136414,VWAP
2026-01-07 10:15:00+00:00,2026-01-07 10:15:00+00:00,3208.81,3207.39,36545.37259667892,-16.172484219161223,VWAP
2026-01-09 01:40:00+00:00,2026-01-09 01:40:00+00:00,3094.59,3097.81,36305.264871338215,37.77655614659835,VWAP
2026-01-09 08:35:00+00:00,2026-01-09 08:35:00+00:00,3105.98,3097.64,36282.10582454219,-97.42263716337102,VWAP
2026-01-11 20:35:00+00:00,2026-01-11 20:35:00+00:00,3107.95,3109.57,35718.261167930905,18.617925993680856,VWAP
2026-01-11 20:40:00+00:00,2026-01-11 20:40:00+00:00,3109.57,3107.35,35621.28521829956,-25.430928772992438,VWAP
2026-01-12 08:55:00+00:00,2026-01-12 08:55:00+00:00,3115.57,3114.32,35348.57933415975,-14.182228024951996,VWAP
2026-01-12 09:05:00+00:00,2026-01-12 09:05:00+00:00,3117.26,3117.24,35122.17724125598,-0.22534005660113446,VWAP
2026-01-15 02:40:00+00:00,2026-01-15 02:40:00+00:00,3313.64,3316.05,34952.689430271545,25.420981617485676,VWAP
2026-01-15 16:05:00+00:00,2026-01-15 16:05:00+00:00,3320.52,3314.04,25125.227168153233,-49.03192031658698,VWAP
2026-01-16 04:40:00+00:00,2026-01-16 04:40:00+00:00,3284.39,3274.566714285714,34569.8716758027,-103.39506775309954,STOP
2026-01-16 04:45:00+00:00,2026-01-16 04:45:00+00:00,3282.05,3281.8,33990.35602074645,-2.5891101613889527,VWAP
2026-01-16 14:55:00+00:00,2026-01-16 14:55:00+00:00,3295.46,3292.49,33816.84587120131,-30.477090372050185,VWAP
2026-01-16 15:05:00+00:00,2026-01-16 15:05:00+00:00,3294.36,3294.8557142857144,33532.616649531345,1.5137322979776744,TRAIL
2026-01-16 15:45:00+00:00,2026-01-16 15:45:00+00:00,3268.18,3257.77,29967.66327406072,-95.45477136601036,VWAP
2026-01-17 22:35:00+00:00,2026-01-17 22:35:00+00:00,3306.21,3299.56,33086.77946617269,-66.54963945123006,STOP
2026-01-17 22:50:00+00:00,2026-01-17 22:50:00+00:00,3302.45,3302.45,32661.76436693014,0.0,VWAP
2026-01-18 23:10:00+00:00,2026-01-18 23:10:00+00:00,3326.14,3327.55,32504.98789796888,13.779345708883623,VWAP
2026-01-18 23:25:00+00:00,2026-01-18 23:25:00+00:00,3323.15,3309.11,32404.08133889416,-136.90423303133255,VWAP
2026-01-22 11:45:00+00:00,2026-01-22 12:30:00+00:00,2981.39,2989.270285714286,31700.924816342143,25.137168732692526,TRAIL
2026-01-22 14:40:00+00:00,2026-01-22 14:45:00+00:00,2967.02,2939.8074285714283,31509.93498618826,-288.999183194349,STOP
2026-01-23 06:40:00+00:00,2026-01-23 07:05:00+00:00,2948.6,2933.8117142857145,30563.971105157754,-153.28926855668317,STOP
2026-01-24 14:05:00+00:00,2026-01-24 15:05:00+00:00,2951.0,2961.633428571429,29804.106969626264,32.21821510641247,TRAIL
2026-01-24 21:15:00+00:00,2026-01-24 22:10:00+00:00,2950.61,2959.732,29998.548865385095,27.822731172541086,TRAIL
2026-01-25 03:25:00+00:00,2026-01-25 03:30:00+00:00,2946.74,2942.778142857143,30175.8365975791,-40.57105607070854,STOP
2026-01-25 03:50:00+00:00,2026-01-25 04:55:00+00:00,2940.0,2944.1014285714286,29868.708357627882,12.500446311188211,TRAIL
2026-01-25 06:20:00+00:00,2026-01-25 06:40:00+00:00,2937.3,2942.234857142857,29984.42130125942,15.112739825650866,TRAIL
2026-01-25 08:45:00+00:00,2026-01-25 10:20:00+00:00,2930.59,2940.02,30110.83798742479,29.067034510601367,TRAIL
2026-01-29 02:40:00+00:00,2026-01-29 02:40:00+00:00,2973.36,2964.1604285714284,30293.349969039526,-93.72757985945219,STOP
2026-02-08 23:40:00+00:00,2026-02-08 23:40:00+00:00,2080.8,2078.618285714286,16730.095548993395,-5.262440666177321,TRAIL
