ts,equity,pos,entry_px,stop_px,trail_px,size_notional,funding_pnl,close
2025-12-18 19:15:00+00:00,1000.0,0,,,,0.0,0.0,2822.75
2025-12-18 19:30:00+00:00,1000.0,0,,,,0.0,0.0,2790.92
2025-12-18 19:45:00+00:00,1000.0,0,,,,0.0,0.0,2780.4
2025-12-18 20:00:00+00:00,1000.0,0,,,,0.0,0.0,2803.62
2025-12-18 20:15:00+00:00,1000.0,0,,,,0.0,0.0,2791.05
2025-12-18 20:30:00+00:00,1000.0,0,,,,0.0,0.0,2791.63
2025-12-18 20:45:00+00:00,1000.0,0,,,,0.0,0.0,2780.24
2025-12-18 21:00:00+00:00,1000.0,0,,,,0.0,0.0,2805.19
2025-12-18 21:15:00+00:00,1000.0,0,,,,0.0,0.0,2821.33
2025-12-18 21:30:00+00:00,1000.0,0,,,,0.0,0.0,2814.57
2025-12-18 21:45:00+00:00,1000.0,0,,,,0.0,0.0,2828.7
2025-12-18 22:00:00+00:00,1000.0,0,,,,0.0,0.0,2821.5
2025-12-18 22:15:00+00:00,1000.0,0,,,,0.0,0.0,2826.39
2025-12-18 22:30:00+00:00,1000.0,0,,,,0.0,0.0,2824.75
2025-12-18 22:45:00+00:00,1000.0,0,,,,0.0,0.0,2828.3
2025-12-18 23:00:00+00:00,1000.0,0,,,,0.0,0.0,2832.36
2025-12-18 23:15:00+00:00,1000.0,0,,,,0.0,0.0,2825.77
2025-12-18 23:30:00+00:00,1000.0,0,,,,0.0,0.0,2825.93
2025-12-18 23:45:00+00:00,1000.0,0,,,,0.0,0.0,2827.3
2025-12-19 00:00:00+00:00,1000.0,0,,,,0.0,0.0,2827.49
2025-12-19 00:15:00+00:00,1000.0,0,,,,0.0,0.0,2823.37
2025-12-19 00:30:00+00:00,1000.0,0,,,,0.0,0.0,2814.95
2025-12-19 00:45:00+00:00,1000.0,0,,,,0.0,0.0,2829.62
2025-12-19 01:00:00+00:00,1000.0,0,,,,0.0,0.0,2827.12
2025-12-19 01:15:00+00:00,1000.0,0,,,,0.0,0.0,2820.48
2025-12-19 01:30:00+00:00,1000.0,0,,,,0.0,0.0,2819.83
2025-12-19 01:45:00+00:00,1000.0,0,,,,0.0,0.0,2819.82
2025-12-19 02:00:00+00:00,1000.0,0,,,,0.0,0.0,2817.69
2025-12-19 02:15:00+00:00,1000.0,0,,,,0.0,0.0,2827.79
2025-12-19 02:30:00+00:00,1000.0,0,,,,0.0,0.0,2829.67
2025-12-19 02:45:00+00:00,1000.0,0,,,,0.0,0.0,2834.54
2025-12-19 03:00:00+00:00,1000.0,0,,,,0.0,0.0,2868.11
2025-12-19 03:15:00+00:00,1000.0,0,,,,0.0,0.0,2910.47
2025-12-19 03:30:00+00:00,1000.0,0,,,,0.0,0.0,2901.96
2025-12-19 03:45:00+00:00,1000.0,0,,,,0.0,0.0,2907.56
2025-12-19 04:00:00+00:00,1000.0,0,,,,0.0,0.0,2927.55
2025-12-19 04:15:00+00:00,1000.0,0,,,,0.0,0.0,2922.78
2025-12-19 04:30:00+00:00,1000.0,0,,,,0.0,0.0,2918.85
2025-12-19 04:45:00+00:00,1000.0,0,,,,0.0,0.0,2920.05
2025-12-19 05:00:00+00:00,1000.0,0,,,,0.0,0.0,2925.52
2025-12-19 05:15:00+00:00,1000.0,0,,,,0.0,0.0,2915.56
2025-12-19 05:30:00+00:00,1000.0,0,,,,0.0,0.0,2918.99
2025-12-19 05:45:00+00:00,1000.0,0,,,,0.0,0.0,2921.63
2025-12-19 06:00:00+00:00,1000.0,0,,,,0.0,0.0,2918.88
2025-12-19 06:15:00+00:00,1000.0,0,,,,0.0,0.0,2921.29
2025-12-19 06:30:00+00:00,1000.0,0,,,,0.0,0.0,2926.2
2025-12-19 06:45:00+00:00,1000.0,0,,,,0.0,0.0,2946.6
2025-12-19 07:00:00+00:00,1000.0,0,,,,0.0,0.0,2966.63
2025-12-19 07:15:00+00:00,1000.0,0,,,,0.0,0.0,2953.76
2025-12-19 07:30:00+00:00,1000.0,0,,,,0.0,0.0,2949.68
2025-12-19 07:45:00+00:00,1000.0,0,,,,0.0,0.0,2950.4
2025-12-19 08:00:00+00:00,1000.0,0,,,,0.0,0.0,2952.76
2025-12-19 08:15:00+00:00,1000.0,0,,,,0.0,0.0,2939.4
2025-12-19 08:30:00+00:00,1000.0,0,,,,0.0,0.0,2948.02
2025-12-19 08:45:00+00:00,1000.0,0,,,,0.0,0.0,2949.71
2025-12-19 09:00:00+00:00,1000.0,0,,,,0.0,0.0,2949.59
2025-12-19 09:15:00+00:00,1000.0,0,,,,0.0,0.0,2954.01
2025-12-19 09:30:00+00:00,1000.0,0,,,,0.0,0.0,2951.59
2025-12-19 09:45:00+00:00,1000.0,0,,,,0.0,0.0,2953.95
2025-12-19 10:00:00+00:00,1000.0,0,,,,0.0,0.0,2956.12
2025-12-19 10:15:00+00:00,1000.0,0,,,,0.0,0.0,2951.99
2025-12-19 10:30:00+00:00,1000.0,0,,,,0.0,0.0,2951.22
2025-12-19 10:45:00+00:00,1000.0,0,,,,0.0,0.0,2953.51
2025-12-19 11:00:00+00:00,1000.0,0,,,,0.0,0.0,2958.59
