entry_ts,exit_ts,entry,exit,notional,pnl,reason
2025-11-19 14:40:00+00:00,2025-11-19 14:55:00+00:00,3044.76,3044.9728571428573,29030.797101449403,0.6088571045872732,TRAIL
2025-11-20 15:10:00+00:00,2025-11-20 15:15:00+00:00,2979.99,2967.2044285714283,23309.243878939975,-100.00771900582913,STOP
2025-11-24 14:55:00+00:00,2025-11-24 15:10:00+00:00,2808.29,2816.8942857142856,28479.14285464384,26.177070247657362,TRAIL
2025-11-24 15:15:00+00:00,2025-11-24 15:20:00+00:00,2832.13,2820.680835563669,24487.591359346818,-98.99349963555429,STOP
2025-11-27 22:50:00+00:00,2025-11-27 23:00:00+00:00,3011.89,3009.556285714286,39083.88541715533,-9.08505507231914,TRAIL
2025-12-04 15:20:00+00:00,2025-12-04 15:25:00+00:00,3181.8,3172.9071708061947,34881.985351526426,-97.4918403645576,STOP
2025-12-08 19:00:00+00:00,2025-12-08 19:05:00+00:00,3091.13,3107.28,35969.22064554092,56.37772401278715,VWAP
2025-12-14 11:50:00+00:00,2025-12-14 11:55:00+00:00,3073.15,3083.45,38626.73156502211,38.83852091043887,VWAP
2025-12-14 20:15:00+00:00,2025-12-14 20:25:00+00:00,3094.79,3087.053025,38731.87089762933,-96.82967724407084,STOP
2025-12-17 10:05:00+00:00,2025-12-17 10:10:00+00:00,2916.0,2918.820857142857,38158.63920834442,11.07408127289815,TRAIL
2025-12-21 01:45:00+00:00,2025-12-21 01:55:00+00:00,2964.84,2966.8360000000002,38153.329302465165,7.705715514603563,TRAIL
2025-12-21 02:30:00+00:00,2025-12-21 03:15:00+00:00,2967.56,2970.7722857142858,38134.55283643036,12.383818284766946,TRAIL
2025-12-21 13:10:00+00:00,2025-12-21 13:15:00+00:00,2972.6,2965.1685,38134.51319088206,-95.33628297720114,STOP
2025-12-22 19:10:00+00:00,2025-12-22 19:15:00+00:00,3006.58,2999.0635500000003,37570.122395657025,-93.92530598913784,STOP
2025-12-25 22:55:00+00:00,2025-12-25 23:00:00+00:00,2915.79,2913.8022857142855,37014.08458420132,-7.569827528799384,TRAIL
2025-12-25 23:05:00+00:00,2025-12-25 23:20:00+00:00,2919.68,2918.7028571428573,36935.68696412666,-3.708431337405094,TRAIL
2025-12-25 23:50:00+00:00,2025-12-26 00:10:00+00:00,2898.91,2898.0505714285714,36872.83684572369,-3.2794639531583996,TRAIL
2025-12-26 00:15:00+00:00,2025-12-26 00:25:00+00:00,2904.22,2896.95945,36811.784302011605,-27.60883822650858,STOP
2025-12-27 10:45:00+00:00,2025-12-27 11:05:00+00:00,2923.16,2922.139142857143,36653.49362951296,-3.8401573074022606,TRAIL
2025-12-27 16:50:00+00:00,2025-12-27 17:10:00+00:00,2920.15,2920.783142857143,36590.48345856498,2.3800493030698355,TRAIL
2025-12-28 05:35:00+00:00,2025-12-28 05:50:00+00:00,2933.79,2936.001714285714,36552.436027281125,8.266802832430777,TRAIL
2025-12-28 18:50:00+00:00,2025-12-28 19:05:00+00:00,2933.04,2925.7074000000002,36537.98507177537,-91.34496267943506,STOP
2025-12-31 15:35:00+00:00,2025-12-31 15:45:00+00:00,2973.17,2977.7985714285714,35997.22289271311,16.811926400689572,TRAIL
2026-01-03 07:25:00+00:00,2026-01-03 07:30:00+00:00,3087.32,3079.6017,36017.674208555334,-90.04418552138833,STOP
2026-01-04 15:50:00+00:00,2026-01-04 15:55:00+00:00,3127.28,3130.849142857143,35484.61263026872,12.149502287079908,TRAIL
2026-01-05 06:35:00+00:00,2026-01-05 06:40:00+00:00,3147.61,3150.2062857142855,35487.08064299768,8.78138656140135,TRAIL
2026-01-05 14:40:00+00:00,2026-01-05 14:45:00+00:00,3152.0,3147.6200000000003,35476.07298440739,-14.789200476366632,TRAIL
2026-01-05 15:10:00+00:00,2026-01-05 15:15:00+00:00,3158.24,3169.1,35370.79728762218,36.488062200173026,VWAP
2026-01-09 01:40:00+00:00,2026-01-09 01:45:00+00:00,3094.59,3104.15,35470.76749994896,32.87355067710199,VWAP
2026-01-11 20:35:00+00:00,2026-01-11 20:45:00+00:00,3107.95,3110.72,35556.14970490743,31.689871034795587,VWAP
2026-01-12 08:50:00+00:00,2026-01-12 08:55:00+00:00,3111.45,3114.32,35512.23967046306,9.826941894059807,VWAP
2026-01-15 16:05:00+00:00,2026-01-15 16:20:00+00:00,3320.52,3324.41,25570.871483666968,29.95635926645864,VWAP
2026-01-16 15:05:00+00:00,2026-01-16 15:10:00+00:00,3294.36,3306.86,35502.46678041193,40.41278136771474,VWAP
2026-01-16 15:45:00+00:00,2026-01-16 15:50:00+00:00,3268.18,3259.0158291022626,31755.71504754086,-89.044911747673,STOP
2026-01-17 22:35:00+00:00,2026-01-17 22:45:00+00:00,3306.21,3297.9444750000002,35109.35761984936,-87.77339404962126,STOP
2026-01-18 23:10:00+00:00,2026-01-18 23:15:00+00:00,3326.14,3328.568857142857,34589.7391270756,7.577570542582915,TRAIL
2026-01-18 23:25:00+00:00,2026-01-18 23:30:00+00:00,3323.15,3314.842125,34575.08274838073,-86.43770687095149,STOP
2026-01-22 14:40:00+00:00,2026-01-22 14:45:00+00:00,2967.02,2959.517403284788,33677.24149871598,-85.15842880926458,STOP
2026-01-24 21:15:00+00:00,2026-01-24 21:40:00+00:00,2950.61,2954.003714285714,33561.0870492738,11.580324803672086,TRAIL
2026-01-25 03:50:00+00:00,2026-01-25 04:00:00+00:00,2940.0,2941.2362857142857,33563.77893532443,4.234124532161771,TRAIL
2026-01-25 06:20:00+00:00,2026-01-25 06:40:00+00:00,2937.3,2942.234857142857,33537.08252083716,16.90335116214188,TRAIL
2026-01-25 08:45:00+00:00,2026-01-25 09:35:00+00:00,2930.59,2932.2982857142856,33561.097718208635,5.868983084063725,TRAIL
2026-02-08 23:40:00+00:00,2026-02-09 00:15:00+00:00,2080.8,2084.2334285714287,18847.365285869222,9.329740840347965,TRAIL
