entry_ts,exit_ts,side,entry,exit,notional,pnl,reason
2026-02-08 09:35:00+00:00,2026-02-09 09:30:00+00:00,LONG,2103.81,2044.68,18065.901172775884,-507.76293312905443,TIME
2026-02-09 10:10:00+00:00,2026-02-09 17:35:00+00:00,SHORT,2044.05,2125.9238851669165,23644.039867805408,-947.055798546365,STOP
2026-02-09 20:20:00+00:00,2026-02-10 06:45:00+00:00,LONG,2122.41,2010.2271428571423,16072.105774225214,-849.5129339075876,STOP
2026-02-10 08:25:00+00:00,2026-02-11 08:20:00+00:00,SHORT,2012.2,1947.91,17768.190588834743,567.6955436617558,TIME
2026-02-11 08:25:00+00:00,2026-02-12 08:20:00+00:00,SHORT,1947.91,1961.88,19819.627466569655,-142.14219122442958,TIME
2026-02-12 10:55:00+00:00,2026-02-12 16:20:00+00:00,LONG,1993.28,1913.4714285714283,19997.538942491516,-800.6777849010061,STOP
2026-02-12 17:35:00+00:00,2026-02-13 16:30:00+00:00,SHORT,1917.8,2069.137142857143,9101.425404687128,-718.2103017378067,STOP
